utc_ts,respondent,D,DF
2015-07-01 05:00:00+00:00,PJM,84024.0,29415.0
2015-07-01 06:00:00+00:00,PJM,79791.0,27687.0
2015-07-01 07:00:00+00:00,PJM,76760.0,26574.0
2015-07-01 08:00:00+00:00,PJM,74931.0,26029.0
2015-07-01 09:00:00+00:00,PJM,74368.0,26220.0
2015-07-01 10:00:00+00:00,PJM,77156.0,27581.0
2015-07-01 11:00:00+00:00,PJM,81032.0,30088.0
2015-07-01 12:00:00+00:00,PJM,86061.0,32819.0
2015-07-01 13:00:00+00:00,PJM,89560.0,34850.0
2015-07-01 14:00:00+00:00,PJM,93093.0,36752.0
2015-07-01 15:00:00+00:00,PJM,97580.0,38596.0
2015-07-01 16:00:00+00:00,PJM,101457.0,40206.0
2015-07-01 17:00:00+00:00,PJM,104918.0,41435.0
2015-07-01 18:00:00+00:00,PJM,108219.0,42723.0
2015-07-01 19:00:00+00:00,PJM,110428.0,43715.0
2015-07-01 20:00:00+00:00,PJM,112143.0,44514.0
2015-07-01 21:00:00+00:00,PJM,113224.0,45041.0
2015-07-01 22:00:00+00:00,PJM,112936.0,44892.0
2015-07-01 23:00:00+00:00,PJM,110545.0,43504.0
2015-07-02 00:00:00+00:00,PJM,106560.0,42144.0
2015-07-02 01:00:00+00:00,PJM,103392.0,41045.0
2015-07-02 02:00:00+00:00,PJM,101862.0,39964.0
2015-07-02 03:00:00+00:00,PJM,96385.0,36830.0
2015-07-02 04:00:00+00:00,PJM,89387.0,33373.0
2015-07-02 05:00:00+00:00,PJM,82916.0,29377.0
2015-07-02 06:00:00+00:00,PJM,78807.0,27567.0
2015-07-02 07:00:00+00:00,PJM,75981.0,26464.0
2015-07-02 08:00:00+00:00,PJM,74349.0,25850.0
2015-07-02 09:00:00+00:00,PJM,74516.0,25967.0
2015-07-02 10:00:00+00:00,PJM,76778.0,27141.0
2015-07-02 11:00:00+00:00,PJM,79549.0,29409.0
2015-07-02 12:00:00+00:00,PJM,83459.0,31806.0
2015-07-02 13:00:00+00:00,PJM,87532.0,33668.0
2015-07-02 14:00:00+00:00,PJM,90936.0,35266.0
2015-07-02 15:00:00+00:00,PJM,94310.0,36703.0
2015-07-02 16:00:00+00:00,PJM,96771.0,37850.0
2015-07-02 17:00:00+00:00,PJM,98424.0,38804.0
2015-07-02 18:00:00+00:00,PJM,99845.0,39769.0
2015-07-02 19:00:00+00:00,PJM,100168.0,40463.0
2015-07-02 20:00:00+00:00,PJM,100101.0,41031.0
2015-07-02 21:00:00+00:00,PJM,99948.0,41564.0
2015-07-02 22:00:00+00:00,PJM,99598.0,41525.0
2015-07-02 23:00:00+00:00,PJM,97607.0,40466.0
2015-07-03 00:00:00+00:00,PJM,94843.0,39306.0
2015-07-03 01:00:00+00:00,PJM,92847.0,38441.0
2015-07-03 02:00:00+00:00,PJM,92013.0,37415.0
2015-07-03 03:00:00+00:00,PJM,86977.0,34611.0
2015-07-03 04:00:00+00:00,PJM,80446.0,31519.0
2015-07-03 05:00:00+00:00,PJM,75620.0,26881.0
2015-07-03 06:00:00+00:00,PJM,72699.0,25393.0
2015-07-03 07:00:00+00:00,PJM,70193.0,24430.0
2015-07-03 08:00:00+00:00,PJM,68542.0,24035.0
2015-07-03 09:00:00+00:00,PJM,68049.0,24249.0
2015-07-03 10:00:00+00:00,PJM,68821.0,25370.0
2015-07-03 11:00:00+00:00,PJM,69801.0,27350.0
2015-07-03 12:00:00+00:00,PJM,71654.0,29629.0
2015-07-03 13:00:00+00:00,PJM,74843.0,31463.0
2015-07-03 14:00:00+00:00,PJM,79828.0,33079.0
2015-07-03 15:00:00+00:00,PJM,84252.0,34479.0
2015-07-03 16:00:00+00:00,PJM,87856.0,35479.0
2015-07-03 17:00:00+00:00,PJM,91031.0,36246.0
2015-07-03 18:00:00+00:00,PJM,93580.0,37050.0
2015-07-03 19:00:00+00:00,PJM,95523.0,37634.0
2015-07-03 20:00:00+00:00,PJM,97219.0,38188.0
2015-07-03 21:00:00+00:00,PJM,97914.0,38559.0
2015-07-03 22:00:00+00:00,PJM,97612.0,38316.0
2015-07-03 23:00:00+00:00,PJM,95186.0,37174.0
2015-07-04 00:00:00+00:00,PJM,91960.0,35863.0
2015-07-04 01:00:00+00:00,PJM,90283.0,35044.0
2015-07-04 02:00:00+00:00,PJM,89176.0,34476.0
2015-07-04 03:00:00+00:00,PJM,85357.0,32409.0
2015-07-04 04:00:00+00:00,PJM,80078.0,29807.0
2015-07-04 05:00:00+00:00,PJM,75461.0,27458.0
2015-07-04 06:00:00+00:00,PJM,71516.0,25872.0
2015-07-04 07:00:00+00:00,PJM,69613.0,24862.0
2015-07-04 08:00:00+00:00,PJM,69288.0,24265.0
2015-07-04 09:00:00+00:00,PJM,68363.0,23971.0
2015-07-04 10:00:00+00:00,PJM,68490.0,23911.0
2015-07-04 11:00:00+00:00,PJM,68025.0,24071.0
2015-07-04 12:00:00+00:00,PJM,68880.0,25369.0
2015-07-04 13:00:00+00:00,PJM,71998.0,27544.0
2015-07-04 14:00:00+00:00,PJM,77278.0,29390.0
2015-07-04 15:00:00+00:00,PJM,81867.0,30664.0
2015-07-04 16:00:00+00:00,PJM,85819.0,31349.0
2015-07-04 17:00:00+00:00,PJM,88684.0,31732.0
2015-07-04 18:00:00+00:00,PJM,90671.0,31850.0
2015-07-04 19:00:00+00:00,PJM,91974.0,32005.0
2015-07-04 20:00:00+00:00,PJM,93401.0,32167.0
2015-07-04 21:00:00+00:00,PJM,94158.0,32473.0
2015-07-04 22:00:00+00:00,PJM,93894.0,32819.0
2015-07-04 23:00:00+00:00,PJM,92096.0,32256.0
2015-07-05 00:00:00+00:00,PJM,88884.0,31739.0
2015-07-05 01:00:00+00:00,PJM,85964.0,31482.0
2015-07-05 02:00:00+00:00,PJM,84073.0,31458.0
2015-07-05 03:00:00+00:00,PJM,81456.0,30068.0
2015-07-05 04:00:00+00:00,PJM,78170.0,28071.0
2015-07-05 05:00:00+00:00,PJM,73295.0,25451.0
2015-07-05 06:00:00+00:00,PJM,69134.0,24060.0
2015-07-05 07:00:00+00:00,PJM,66665.0,23071.0
2015-07-05 08:00:00+00:00,PJM,66391.0,22511.0
2015-07-05 09:00:00+00:00,PJM,66866.0,22234.0
2015-07-05 10:00:00+00:00,PJM,66751.0,22039.0
2015-07-05 11:00:00+00:00,PJM,66158.0,21905.0
2015-07-05 12:00:00+00:00,PJM,66817.0,23130.0
2015-07-05 13:00:00+00:00,PJM,70584.0,25301.0
2015-07-05 14:00:00+00:00,PJM,76273.0,27623.0
2015-07-05 15:00:00+00:00,PJM,81818.0,29547.0
2015-07-05 16:00:00+00:00,PJM,87146.0,31118.0
2015-07-05 17:00:00+00:00,PJM,91853.0,32463.0
2015-07-05 18:00:00+00:00,PJM,95849.0,33623.0
2015-07-05 19:00:00+00:00,PJM,99112.0,34729.0
2015-07-05 20:00:00+00:00,PJM,101731.0,35872.0
2015-07-05 21:00:00+00:00,PJM,104023.0,36834.0
2015-07-05 22:00:00+00:00,PJM,105129.0,37383.0
2015-07-05 23:00:00+00:00,PJM,104277.0,37017.0
2015-07-06 00:00:00+00:00,PJM,101799.0,36312.0
2015-07-06 01:00:00+00:00,PJM,100078.0,35840.0
2015-07-06 02:00:00+00:00,PJM,99139.0,35439.0
2015-07-06 03:00:00+00:00,PJM,94792.0,33212.0
2015-07-06 04:00:00+00:00,PJM,88495.0,30532.0
2015-07-06 05:00:00+00:00,PJM,83060.0,27934.0
2015-07-06 06:00:00+00:00,PJM,78722.0,26324.0
2015-07-06 07:00:00+00:00,PJM,76682.0,25493.0
2015-07-06 08:00:00+00:00,PJM,75883.0,24948.0
2015-07-06 09:00:00+00:00,PJM,75805.0,25190.0
2015-07-06 10:00:00+00:00,PJM,77945.0,26235.0
2015-07-06 11:00:00+00:00,PJM,81372.0,28404.0
2015-07-06 12:00:00+00:00,PJM,87521.0,30973.0
2015-07-06 13:00:00+00:00,PJM,93979.0,33160.0
2015-07-06 14:00:00+00:00,PJM,100237.0,35194.0
2015-07-06 15:00:00+00:00,PJM,106659.0,37190.0
2015-07-06 16:00:00+00:00,PJM,112168.0,38774.0
2015-07-06 17:00:00+00:00,PJM,116919.0,40069.0
2015-07-06 18:00:00+00:00,PJM,120992.0,41217.0
2015-07-06 19:00:00+00:00,PJM,123583.0,41951.0
2015-07-06 20:00:00+00:00,PJM,124818.0,42618.0
2015-07-06 21:00:00+00:00,PJM,125372.0,43028.0
2015-07-06 22:00:00+00:00,PJM,125613.0,43154.0
2015-07-06 23:00:00+00:00,PJM,123682.0,42190.0
2015-07-07 00:00:00+00:00,PJM,119832.0,40924.0
2015-07-07 01:00:00+00:00,PJM,116294.0,39724.0
2015-07-07 02:00:00+00:00,PJM,114171.0,38607.0
2015-07-07 03:00:00+00:00,PJM,107896.0,35680.0
2015-07-07 04:00:00+00:00,PJM,100061.0,32488.0
2015-07-07 05:00:00+00:00,PJM,92989.0,31194.0
2015-07-07 06:00:00+00:00,PJM,88010.0,29277.0
2015-07-07 07:00:00+00:00,PJM,85012.0,28082.0
2015-07-07 08:00:00+00:00,PJM,83209.0,27374.0
2015-07-07 09:00:00+00:00,PJM,83257.0,27454.0
2015-07-07 10:00:00+00:00,PJM,85401.0,28721.0
2015-07-07 11:00:00+00:00,PJM,89568.0,31074.0
2015-07-07 12:00:00+00:00,PJM,95193.0,33731.0
2015-07-07 13:00:00+00:00,PJM,100296.0,35876.0
2015-07-07 14:00:00+00:00,PJM,106031.0,37921.0
2015-07-07 15:00:00+00:00,PJM,112035.0,40045.0
2015-07-07 16:00:00+00:00,PJM,117487.0,41889.0
2015-07-07 17:00:00+00:00,PJM,121849.0,43572.0
2015-07-07 18:00:00+00:00,PJM,125282.0,45238.0
2015-07-07 19:00:00+00:00,PJM,126882.0,46623.0
2015-07-07 20:00:00+00:00,PJM,127478.0,47857.0
2015-07-07 21:00:00+00:00,PJM,127453.0,48721.0
2015-07-07 22:00:00+00:00,PJM,126361.0,48682.0
2015-07-07 23:00:00+00:00,PJM,123688.0,47243.0
2015-07-08 00:00:00+00:00,PJM,119418.0,45463.0
2015-07-08 01:00:00+00:00,PJM,115801.0,44252.0
2015-07-08 02:00:00+00:00,PJM,113028.0,42745.0
2015-07-08 03:00:00+00:00,PJM,105914.0,39381.0
2015-07-08 04:00:00+00:00,PJM,98477.0,35668.0
2015-07-08 05:00:00+00:00,PJM,92330.0,33801.0
2015-07-08 06:00:00+00:00,PJM,88002.0,31675.0
2015-07-08 07:00:00+00:00,PJM,84847.0,30112.0
2015-07-08 08:00:00+00:00,PJM,82926.0,29293.0
2015-07-08 09:00:00+00:00,PJM,82966.0,29292.0
2015-07-08 10:00:00+00:00,PJM,85690.0,30443.0
2015-07-08 11:00:00+00:00,PJM,89853.0,32508.0
2015-07-08 12:00:00+00:00,PJM,94018.0,34957.0
2015-07-08 13:00:00+00:00,PJM,98070.0,37004.0
2015-07-08 14:00:00+00:00,PJM,102088.0,39053.0
2015-07-08 15:00:00+00:00,PJM,106737.0,41014.0
2015-07-08 16:00:00+00:00,PJM,110445.0,42627.0
2015-07-08 17:00:00+00:00,PJM,113450.0,43866.0
2015-07-08 18:00:00+00:00,PJM,115875.0,44980.0
2015-07-08 19:00:00+00:00,PJM,117258.0,45683.0
2015-07-08 20:00:00+00:00,PJM,117354.0,46074.0
2015-07-08 21:00:00+00:00,PJM,116504.0,46114.0
2015-07-08 22:00:00+00:00,PJM,115016.0,45555.0
2015-07-08 23:00:00+00:00,PJM,112615.0,44003.0
2015-07-09 00:00:00+00:00,PJM,109947.0,42556.0
2015-07-09 01:00:00+00:00,PJM,108428.0,41650.0
2015-07-09 02:00:00+00:00,PJM,107340.0,40363.0
2015-07-09 03:00:00+00:00,PJM,100993.0,37292.0
2015-07-09 04:00:00+00:00,PJM,94089.0,33927.0
2015-07-09 05:00:00+00:00,PJM,89486.0,32183.0
2015-07-09 06:00:00+00:00,PJM,85774.0,30160.0
2015-07-09 07:00:00+00:00,PJM,82981.0,28883.0
2015-07-09 08:00:00+00:00,PJM,81367.0,28102.0
2015-07-09 09:00:00+00:00,PJM,81754.0,28136.0
2015-07-09 10:00:00+00:00,PJM,84823.0,29240.0
2015-07-09 11:00:00+00:00,PJM,90004.0,31312.0
2015-07-09 12:00:00+00:00,PJM,95132.0,33806.0
2015-07-09 13:00:00+00:00,PJM,98455.0,35953.0
2015-07-09 14:00:00+00:00,PJM,102532.0,37982.0
2015-07-09 15:00:00+00:00,PJM,107052.0,39980.0
2015-07-09 16:00:00+00:00,PJM,111321.0,41748.0
2015-07-09 17:00:00+00:00,PJM,114814.0,43309.0
2015-07-09 18:00:00+00:00,PJM,117923.0,44852.0
2015-07-09 19:00:00+00:00,PJM,119493.0,46080.0
2015-07-09 20:00:00+00:00,PJM,120431.0,47054.0
2015-07-09 21:00:00+00:00,PJM,121148.0,47634.0
2015-07-09 22:00:00+00:00,PJM,120588.0,47142.0
2015-07-09 23:00:00+00:00,PJM,118139.0,45529.0
2015-07-10 00:00:00+00:00,PJM,114600.0,43730.0
2015-07-10 01:00:00+00:00,PJM,111838.0,42746.0
2015-07-10 02:00:00+00:00,PJM,109710.0,41419.0
2015-07-10 03:00:00+00:00,PJM,103452.0,38317.0
2015-07-10 04:00:00+00:00,PJM,96544.0,34930.0
2015-07-10 05:00:00+00:00,PJM,91528.0,31706.0
2015-07-10 06:00:00+00:00,PJM,87390.0,29654.0
2015-07-10 07:00:00+00:00,PJM,84032.0,28116.0
2015-07-10 08:00:00+00:00,PJM,82017.0,27312.0
2015-07-10 09:00:00+00:00,PJM,81558.0,27275.0
2015-07-10 10:00:00+00:00,PJM,83705.0,28183.0
2015-07-10 11:00:00+00:00,PJM,87371.0,29968.0
2015-07-10 12:00:00+00:00,PJM,92016.0,32104.0
2015-07-10 13:00:00+00:00,PJM,95556.0,34068.0
2015-07-10 14:00:00+00:00,PJM,100187.0,35904.0
2015-07-10 15:00:00+00:00,PJM,104555.0,37688.0
2015-07-10 16:00:00+00:00,PJM,108282.0,39101.0
2015-07-10 17:00:00+00:00,PJM,110858.0,40412.0
2015-07-10 18:00:00+00:00,PJM,113367.0,41648.0
2015-07-10 19:00:00+00:00,PJM,115585.0,42657.0
2015-07-10 20:00:00+00:00,PJM,116664.0,43504.0
2015-07-10 21:00:00+00:00,PJM,117812.0,43967.0
2015-07-10 22:00:00+00:00,PJM,117560.0,43502.0
2015-07-10 23:00:00+00:00,PJM,114629.0,41764.0
2015-07-11 00:00:00+00:00,PJM,110117.0,40035.0
2015-07-11 01:00:00+00:00,PJM,106243.0,38949.0
2015-07-11 02:00:00+00:00,PJM,103978.0,37782.0
2015-07-11 03:00:00+00:00,PJM,98372.0,35272.0
2015-07-11 04:00:00+00:00,PJM,92135.0,32395.0
2015-07-11 05:00:00+00:00,PJM,86426.0,30385.0
2015-07-11 06:00:00+00:00,PJM,81616.0,28439.0
2015-07-11 07:00:00+00:00,PJM,78781.0,26999.0
2015-07-11 08:00:00+00:00,PJM,76544.0,26091.0
2015-07-11 09:00:00+00:00,PJM,75413.0,25679.0
2015-07-11 10:00:00+00:00,PJM,75484.0,25626.0
2015-07-11 11:00:00+00:00,PJM,76265.0,25871.0
2015-07-11 12:00:00+00:00,PJM,78536.0,27377.0
2015-07-11 13:00:00+00:00,PJM,83592.0,29716.0
2015-07-11 14:00:00+00:00,PJM,87593.0,32046.0
2015-07-11 15:00:00+00:00,PJM,93336.0,34069.0
2015-07-11 16:00:00+00:00,PJM,97861.0,35675.0
2015-07-11 17:00:00+00:00,PJM,101289.0,37016.0
2015-07-11 18:00:00+00:00,PJM,103721.0,38038.0
2015-07-11 19:00:00+00:00,PJM,105430.0,39003.0
2015-07-11 20:00:00+00:00,PJM,107104.0,39963.0
2015-07-11 21:00:00+00:00,PJM,108607.0,40628.0
2015-07-11 22:00:00+00:00,PJM,108943.0,40794.0
2015-07-11 23:00:00+00:00,PJM,107558.0,39755.0
2015-07-12 00:00:00+00:00,PJM,103849.0,38246.0
2015-07-12 01:00:00+00:00,PJM,100268.0,37262.0
2015-07-12 02:00:00+00:00,PJM,98881.0,36503.0
2015-07-12 03:00:00+00:00,PJM,94290.0,34422.0
2015-07-12 04:00:00+00:00,PJM,89321.0,31831.0
2015-07-12 05:00:00+00:00,PJM,84114.0,29468.0
2015-07-12 06:00:00+00:00,PJM,79310.0,27571.0
2015-07-12 07:00:00+00:00,PJM,76176.0,26215.0
2015-07-12 08:00:00+00:00,PJM,73945.0,25261.0
2015-07-12 09:00:00+00:00,PJM,72942.0,24807.0
2015-07-12 10:00:00+00:00,PJM,72670.0,24537.0
2015-07-12 11:00:00+00:00,PJM,72343.0,24597.0
2015-07-12 12:00:00+00:00,PJM,73677.0,26042.0
2015-07-12 13:00:00+00:00,PJM,77035.0,28534.0
2015-07-12 14:00:00+00:00,PJM,83017.0,31423.0
2015-07-12 15:00:00+00:00,PJM,89267.0,34138.0
2015-07-12 16:00:00+00:00,PJM,94821.0,36517.0
2015-07-12 17:00:00+00:00,PJM,99636.0,38604.0
2015-07-12 18:00:00+00:00,PJM,103060.0,40209.0
2015-07-12 19:00:00+00:00,PJM,105966.0,41487.0
2015-07-12 20:00:00+00:00,PJM,108161.0,42515.0
2015-07-12 21:00:00+00:00,PJM,109789.0,43211.0
2015-07-12 22:00:00+00:00,PJM,110766.0,43253.0
2015-07-12 23:00:00+00:00,PJM,109990.0,42269.0
2015-07-13 00:00:00+00:00,PJM,107421.0,41001.0
2015-07-13 01:00:00+00:00,PJM,105109.0,39726.0
2015-07-13 02:00:00+00:00,PJM,103835.0,38650.0
2015-07-13 03:00:00+00:00,PJM,98883.0,36158.0
2015-07-13 04:00:00+00:00,PJM,92300.0,33218.0
2015-07-13 05:00:00+00:00,PJM,85866.0,30193.0
2015-07-13 06:00:00+00:00,PJM,82640.0,28358.0
2015-07-13 07:00:00+00:00,PJM,80325.0,27277.0
2015-07-13 08:00:00+00:00,PJM,78711.0,26586.0
2015-07-13 09:00:00+00:00,PJM,78710.0,26720.0
2015-07-13 10:00:00+00:00,PJM,80657.0,27698.0
2015-07-13 11:00:00+00:00,PJM,85181.0,29694.0
2015-07-13 12:00:00+00:00,PJM,91018.0,32233.0
2015-07-13 13:00:00+00:00,PJM,96401.0,34566.0
2015-07-13 14:00:00+00:00,PJM,101518.0,36730.0
2015-07-13 15:00:00+00:00,PJM,106742.0,38921.0
2015-07-13 16:00:00+00:00,PJM,111908.0,40798.0
2015-07-13 17:00:00+00:00,PJM,116289.0,42320.0
2015-07-13 18:00:00+00:00,PJM,119433.0,43676.0
2015-07-13 19:00:00+00:00,PJM,120915.0,44509.0
2015-07-13 20:00:00+00:00,PJM,122335.0,45133.0
2015-07-13 21:00:00+00:00,PJM,123029.0,45438.0
2015-07-13 22:00:00+00:00,PJM,123059.0,45104.0
2015-07-13 23:00:00+00:00,PJM,121485.0,43604.0
2015-07-14 00:00:00+00:00,PJM,118074.0,41908.0
2015-07-14 01:00:00+00:00,PJM,114955.0,40643.0
2015-07-14 02:00:00+00:00,PJM,112589.0,39331.0
2015-07-14 03:00:00+00:00,PJM,106181.0,36274.0
2015-07-14 04:00:00+00:00,PJM,98827.0,32962.0
2015-07-14 05:00:00+00:00,PJM,91846.0,31043.0
2015-07-14 06:00:00+00:00,PJM,87207.0,29120.0
2015-07-14 07:00:00+00:00,PJM,83926.0,27968.0
2015-07-14 08:00:00+00:00,PJM,82459.0,27263.0
2015-07-14 09:00:00+00:00,PJM,82635.0,27331.0
2015-07-14 10:00:00+00:00,PJM,85863.0,28548.0
2015-07-14 11:00:00+00:00,PJM,90596.0,30774.0
2015-07-14 12:00:00+00:00,PJM,95722.0,33422.0
2015-07-14 13:00:00+00:00,PJM,100847.0,35614.0
2015-07-14 14:00:00+00:00,PJM,105135.0,37606.0
2015-07-14 15:00:00+00:00,PJM,110368.0,39598.0
2015-07-14 16:00:00+00:00,PJM,114826.0,41252.0
2015-07-14 17:00:00+00:00,PJM,118903.0,42642.0
2015-07-14 18:00:00+00:00,PJM,122018.0,43879.0
2015-07-14 19:00:00+00:00,PJM,123821.0,44674.0
2015-07-14 20:00:00+00:00,PJM,124826.0,45174.0
2015-07-14 21:00:00+00:00,PJM,125918.0,45243.0
2015-07-14 22:00:00+00:00,PJM,126024.0,44733.0
2015-07-14 23:00:00+00:00,PJM,123247.0,43482.0
2015-07-15 00:00:00+00:00,PJM,119105.0,41975.0
2015-07-15 01:00:00+00:00,PJM,115191.0,40928.0
2015-07-15 02:00:00+00:00,PJM,112176.0,39593.0
2015-07-15 03:00:00+00:00,PJM,105861.0,36514.0
2015-07-15 04:00:00+00:00,PJM,98752.0,33093.0
2015-07-15 05:00:00+00:00,PJM,92535.0,32644.0
2015-07-15 06:00:00+00:00,PJM,87590.0,30613.0
2015-07-15 07:00:00+00:00,PJM,83893.0,29154.0
2015-07-15 08:00:00+00:00,PJM,81803.0,28374.0
2015-07-15 09:00:00+00:00,PJM,81679.0,28434.0
2015-07-15 10:00:00+00:00,PJM,84533.0,29628.0
2015-07-15 11:00:00+00:00,PJM,88920.0,31776.0
2015-07-15 12:00:00+00:00,PJM,94117.0,34252.0
2015-07-15 13:00:00+00:00,PJM,97497.0,36107.0
2015-07-15 14:00:00+00:00,PJM,100157.0,37857.0
2015-07-15 15:00:00+00:00,PJM,103463.0,39527.0
2015-07-15 16:00:00+00:00,PJM,105846.0,40932.0
2015-07-15 17:00:00+00:00,PJM,108069.0,41967.0
2015-07-15 18:00:00+00:00,PJM,110708.0,42872.0
2015-07-15 19:00:00+00:00,PJM,112910.0,43438.0
2015-07-15 20:00:00+00:00,PJM,114623.0,43731.0
2015-07-15 21:00:00+00:00,PJM,115858.0,43810.0
2015-07-15 22:00:00+00:00,PJM,115566.0,43507.0
2015-07-15 23:00:00+00:00,PJM,112886.0,42120.0
2015-07-16 00:00:00+00:00,PJM,108839.0,40672.0
2015-07-16 01:00:00+00:00,PJM,105006.0,39823.0
2015-07-16 02:00:00+00:00,PJM,103052.0,38701.0
2015-07-16 03:00:00+00:00,PJM,96702.0,35722.0
2015-07-16 04:00:00+00:00,PJM,90160.0,32495.0
2015-07-16 05:00:00+00:00,PJM,83600.0,28891.0
2015-07-16 06:00:00+00:00,PJM,79627.0,27160.0
2015-07-16 07:00:00+00:00,PJM,76429.0,25987.0
2015-07-16 08:00:00+00:00,PJM,74749.0,25418.0
2015-07-16 09:00:00+00:00,PJM,74722.0,25530.0
2015-07-16 10:00:00+00:00,PJM,77330.0,26680.0
2015-07-16 11:00:00+00:00,PJM,81107.0,28612.0
2015-07-16 12:00:00+00:00,PJM,85071.0,30771.0
2015-07-16 13:00:00+00:00,PJM,88704.0,32373.0
2015-07-16 14:00:00+00:00,PJM,92169.0,33749.0
2015-07-16 15:00:00+00:00,PJM,95654.0,34989.0
2015-07-16 16:00:00+00:00,PJM,98938.0,36023.0
2015-07-16 17:00:00+00:00,PJM,102050.0,36890.0
2015-07-16 18:00:00+00:00,PJM,105220.0,37799.0
2015-07-16 19:00:00+00:00,PJM,107757.0,38535.0
2015-07-16 20:00:00+00:00,PJM,110196.0,39201.0
2015-07-16 21:00:00+00:00,PJM,112233.0,39964.0
2015-07-16 22:00:00+00:00,PJM,113263.0,40174.0
2015-07-16 23:00:00+00:00,PJM,111975.0,39422.0
2015-07-17 00:00:00+00:00,PJM,108415.0,38088.0
2015-07-17 01:00:00+00:00,PJM,105028.0,37457.0
2015-07-17 02:00:00+00:00,PJM,103392.0,36535.0
2015-07-17 03:00:00+00:00,PJM,97811.0,33896.0
2015-07-17 04:00:00+00:00,PJM,91184.0,30968.0
2015-07-17 05:00:00+00:00,PJM,84894.0,28070.0
2015-07-17 06:00:00+00:00,PJM,80250.0,26363.0
2015-07-17 07:00:00+00:00,PJM,77833.0,25211.0
2015-07-17 08:00:00+00:00,PJM,76547.0,24692.0
2015-07-17 09:00:00+00:00,PJM,76846.0,24770.0
2015-07-17 10:00:00+00:00,PJM,79722.0,25770.0
2015-07-17 11:00:00+00:00,PJM,84277.0,27696.0
2015-07-17 12:00:00+00:00,PJM,88977.0,30062.0
2015-07-17 13:00:00+00:00,PJM,93481.0,32078.0
2015-07-17 14:00:00+00:00,PJM,99155.0,33979.0
2015-07-17 15:00:00+00:00,PJM,105162.0,35796.0
2015-07-17 16:00:00+00:00,PJM,110287.0,37240.0
2015-07-17 17:00:00+00:00,PJM,114695.0,38444.0
2015-07-17 18:00:00+00:00,PJM,118192.0,39567.0
2015-07-17 19:00:00+00:00,PJM,120823.0,40454.0
2015-07-17 20:00:00+00:00,PJM,122739.0,41180.0
2015-07-17 21:00:00+00:00,PJM,124811.0,42015.0
2015-07-17 22:00:00+00:00,PJM,124813.0,42346.0
2015-07-17 23:00:00+00:00,PJM,122016.0,41322.0
2015-07-18 00:00:00+00:00,PJM,117726.0,39478.0
2015-07-18 01:00:00+00:00,PJM,114798.0,38040.0
2015-07-18 02:00:00+00:00,PJM,112446.0,37283.0
2015-07-18 03:00:00+00:00,PJM,106329.0,34978.0
2015-07-18 04:00:00+00:00,PJM,98884.0,32131.0
2015-07-18 05:00:00+00:00,PJM,93192.0,30293.0
2015-07-18 06:00:00+00:00,PJM,89386.0,28538.0
2015-07-18 07:00:00+00:00,PJM,86190.0,27217.0
2015-07-18 08:00:00+00:00,PJM,83398.0,26509.0
2015-07-18 09:00:00+00:00,PJM,81847.0,26197.0
2015-07-18 10:00:00+00:00,PJM,81671.0,26221.0
2015-07-18 11:00:00+00:00,PJM,82567.0,26372.0
2015-07-18 12:00:00+00:00,PJM,85840.0,28092.0
2015-07-18 13:00:00+00:00,PJM,93817.0,30865.0
2015-07-18 14:00:00+00:00,PJM,100552.0,33641.0
2015-07-18 15:00:00+00:00,PJM,105638.0,36105.0
2015-07-18 16:00:00+00:00,PJM,110897.0,38195.0
2015-07-18 17:00:00+00:00,PJM,115257.0,39834.0
2015-07-18 18:00:00+00:00,PJM,118957.0,41215.0
2015-07-18 19:00:00+00:00,PJM,122525.0,42464.0
2015-07-18 20:00:00+00:00,PJM,126044.0,43654.0
2015-07-18 21:00:00+00:00,PJM,128201.0,44626.0
2015-07-18 22:00:00+00:00,PJM,128600.0,45129.0
2015-07-18 23:00:00+00:00,PJM,126635.0,44268.0
2015-07-19 00:00:00+00:00,PJM,122425.0,42585.0
2015-07-19 01:00:00+00:00,PJM,118592.0,41369.0
2015-07-19 02:00:00+00:00,PJM,115681.0,40919.0
2015-07-19 03:00:00+00:00,PJM,110034.0,38685.0
2015-07-19 04:00:00+00:00,PJM,103302.0,35876.0
2015-07-19 05:00:00+00:00,PJM,97210.0,33020.0
2015-07-19 06:00:00+00:00,PJM,92706.0,30992.0
2015-07-19 07:00:00+00:00,PJM,88882.0,29466.0
2015-07-19 08:00:00+00:00,PJM,85819.0,28412.0
2015-07-19 09:00:00+00:00,PJM,83886.0,27942.0
2015-07-19 10:00:00+00:00,PJM,83208.0,27789.0
2015-07-19 11:00:00+00:00,PJM,82884.0,27814.0
2015-07-19 12:00:00+00:00,PJM,86591.0,29665.0
2015-07-19 13:00:00+00:00,PJM,93689.0,32756.0
2015-07-19 14:00:00+00:00,PJM,101377.0,36370.0
2015-07-19 15:00:00+00:00,PJM,110146.0,39929.0
2015-07-19 16:00:00+00:00,PJM,118560.0,43151.0
2015-07-19 17:00:00+00:00,PJM,124930.0,45832.0
2015-07-19 18:00:00+00:00,PJM,128934.0,47816.0
2015-07-19 19:00:00+00:00,PJM,131376.0,49298.0
2015-07-19 20:00:00+00:00,PJM,133127.0,50261.0
2015-07-19 21:00:00+00:00,PJM,134312.0,50952.0
2015-07-19 22:00:00+00:00,PJM,134304.0,51192.0
2015-07-19 23:00:00+00:00,PJM,132359.0,50429.0
