utc_ts,respondent,D,DF
2016-12-29 17:00:00+00:00,PJM,96902.0,95129.0
2016-12-29 18:00:00+00:00,PJM,95950.0,93751.0
2016-12-29 19:00:00+00:00,PJM,95037.0,92778.0
2016-12-29 20:00:00+00:00,PJM,93480.0,91929.0
2016-12-29 21:00:00+00:00,PJM,92932.0,92028.0
2016-12-29 22:00:00+00:00,PJM,95274.0,94934.0
2016-12-29 23:00:00+00:00,PJM,101914.0,101266.0
2016-12-30 00:00:00+00:00,PJM,103238.0,102316.0
2016-12-30 01:00:00+00:00,PJM,102292.0,101532.0
2016-12-30 02:00:00+00:00,PJM,100800.0,100524.0
2016-12-30 03:00:00+00:00,PJM,97862.0,97982.0
2016-12-30 04:00:00+00:00,PJM,93768.0,93065.0
2016-12-30 05:00:00+00:00,PJM,89623.0,87624.0
2016-12-30 06:00:00+00:00,PJM,86927.0,83527.0
2016-12-30 07:00:00+00:00,PJM,84826.0,81226.0
2016-12-30 08:00:00+00:00,PJM,83997.0,80108.0
2016-12-30 09:00:00+00:00,PJM,83920.0,80178.0
2016-12-30 10:00:00+00:00,PJM,85301.0,81921.0
2016-12-30 11:00:00+00:00,PJM,87336.0,86413.0
2016-12-30 12:00:00+00:00,PJM,92305.0,93245.0
2016-12-30 13:00:00+00:00,PJM,96388.0,98320.0
2016-12-30 14:00:00+00:00,PJM,97413.0,99487.0
2016-12-30 15:00:00+00:00,PJM,97503.0,99717.0
2016-12-30 16:00:00+00:00,PJM,97530.0,99266.0
2016-12-30 17:00:00+00:00,PJM,97102.0,98270.0
2016-12-30 18:00:00+00:00,PJM,96332.0,96762.0
2016-12-30 19:00:00+00:00,PJM,95432.0,95563.0
2016-12-30 20:00:00+00:00,PJM,94486.0,94690.0
2016-12-30 21:00:00+00:00,PJM,94496.0,94774.0
2016-12-30 22:00:00+00:00,PJM,97183.0,97411.0
2016-12-30 23:00:00+00:00,PJM,103814.0,103224.0
2016-12-31 00:00:00+00:00,PJM,105082.0,104099.0
2016-12-31 01:00:00+00:00,PJM,104048.0,102902.0
2016-12-31 02:00:00+00:00,PJM,102610.0,101898.0
2016-12-31 03:00:00+00:00,PJM,100108.0,99976.0
2016-12-31 04:00:00+00:00,PJM,96485.0,96561.0
2016-12-31 05:00:00+00:00,PJM,92086.0,91895.0
2016-12-31 06:00:00+00:00,PJM,88290.0,87213.0
2016-12-31 07:00:00+00:00,PJM,86747.0,84384.0
2016-12-31 08:00:00+00:00,PJM,86173.0,83157.0
2016-12-31 09:00:00+00:00,PJM,86173.0,82535.0
2016-12-31 10:00:00+00:00,PJM,86309.0,83105.0
2016-12-31 11:00:00+00:00,PJM,87300.0,84844.0
2016-12-31 12:00:00+00:00,PJM,89841.0,87225.0
2016-12-31 13:00:00+00:00,PJM,91994.0,90450.0
2016-12-31 14:00:00+00:00,PJM,93389.0,93104.0
2016-12-31 15:00:00+00:00,PJM,93529.0,93961.0
2016-12-31 16:00:00+00:00,PJM,92767.0,93233.0
2016-12-31 17:00:00+00:00,PJM,91380.0,91547.0
2016-12-31 18:00:00+00:00,PJM,89966.0,89265.0
2016-12-31 19:00:00+00:00,PJM,89370.0,87025.0
2016-12-31 20:00:00+00:00,PJM,90063.0,85741.0
2016-12-31 21:00:00+00:00,PJM,90826.0,85605.0
2016-12-31 22:00:00+00:00,PJM,92672.0,88200.0
2016-12-31 23:00:00+00:00,PJM,97682.0,94308.0
2017-01-01 00:00:00+00:00,PJM,97453.0,94926.0
2017-01-01 01:00:00+00:00,PJM,94733.0,93840.0
2017-01-01 02:00:00+00:00,PJM,91757.0,92765.0
2017-01-01 03:00:00+00:00,PJM,88834.0,91085.0
2017-01-01 04:00:00+00:00,PJM,85749.0,88089.0
2017-01-01 05:00:00+00:00,PJM,83564.0,83966.0
2017-01-01 06:00:00+00:00,PJM,81237.0,78139.0
2017-01-01 07:00:00+00:00,PJM,80109.0,75454.0
2017-01-01 08:00:00+00:00,PJM,78867.0,73998.0
2017-01-01 09:00:00+00:00,PJM,77954.0,73419.0
2017-01-01 10:00:00+00:00,PJM,77963.0,73805.0
2017-01-01 11:00:00+00:00,PJM,78455.0,74982.0
2017-01-01 12:00:00+00:00,PJM,79222.0,76963.0
2017-01-01 13:00:00+00:00,PJM,80575.0,79641.0
2017-01-01 14:00:00+00:00,PJM,81093.0,82456.0
2017-01-01 15:00:00+00:00,PJM,81315.0,83974.0
2017-01-01 16:00:00+00:00,PJM,80132.0,83825.0
2017-01-01 17:00:00+00:00,PJM,79253.0,83170.0
2017-01-01 18:00:00+00:00,PJM,78814.0,82158.0
2017-01-01 19:00:00+00:00,PJM,77889.0,81023.0
2017-01-01 20:00:00+00:00,PJM,77459.0,80524.0
2017-01-01 21:00:00+00:00,PJM,77418.0,80860.0
2017-01-01 22:00:00+00:00,PJM,79556.0,84369.0
2017-01-01 23:00:00+00:00,PJM,86705.0,91907.0
2017-01-02 00:00:00+00:00,PJM,89166.0,93886.0
2017-01-02 01:00:00+00:00,PJM,89144.0,93085.0
2017-01-02 02:00:00+00:00,PJM,88405.0,92068.0
2017-01-02 03:00:00+00:00,PJM,86341.0,89732.0
2017-01-02 04:00:00+00:00,PJM,83472.0,86155.0
2017-01-02 05:00:00+00:00,PJM,80757.0,82021.0
2017-01-02 06:00:00+00:00,PJM,77794.0,76710.0
2017-01-02 07:00:00+00:00,PJM,76456.0,74802.0
2017-01-02 08:00:00+00:00,PJM,75289.0,73988.0
2017-01-02 09:00:00+00:00,PJM,74792.0,74083.0
2017-01-02 10:00:00+00:00,PJM,75518.0,75947.0
2017-01-02 11:00:00+00:00,PJM,76758.0,80348.0
2017-01-02 12:00:00+00:00,PJM,79278.0,86738.0
2017-01-02 13:00:00+00:00,PJM,82185.0,91391.0
2017-01-02 14:00:00+00:00,PJM,84096.0,92916.0
2017-01-02 15:00:00+00:00,PJM,86953.0,93850.0
2017-01-02 16:00:00+00:00,PJM,89288.0,94178.0
2017-01-02 17:00:00+00:00,PJM,90313.0,93662.0
2017-01-02 18:00:00+00:00,PJM,90070.0,92600.0
2017-01-02 19:00:00+00:00,PJM,89636.0,91652.0
2017-01-02 20:00:00+00:00,PJM,89264.0,90764.0
2017-01-02 21:00:00+00:00,PJM,89330.0,90766.0
2017-01-02 22:00:00+00:00,PJM,91993.0,93252.0
2017-01-02 23:00:00+00:00,PJM,96888.0,99191.0
2017-01-03 00:00:00+00:00,PJM,97391.0,99430.0
2017-01-03 01:00:00+00:00,PJM,96213.0,97672.0
2017-01-03 02:00:00+00:00,PJM,93773.0,95392.0
2017-01-03 03:00:00+00:00,PJM,90071.0,91908.0
2017-01-03 04:00:00+00:00,PJM,85192.0,86752.0
2017-01-03 05:00:00+00:00,PJM,80959.0,81283.0
2017-01-03 06:00:00+00:00,PJM,78836.0,76663.0
2017-01-03 07:00:00+00:00,PJM,77590.0,73832.0
2017-01-03 08:00:00+00:00,PJM,76704.0,72093.0
2017-01-03 09:00:00+00:00,PJM,76878.0,71426.0
2017-01-03 10:00:00+00:00,PJM,78240.0,72546.0
2017-01-03 11:00:00+00:00,PJM,81230.0,76254.0
2017-01-03 12:00:00+00:00,PJM,88485.0,82225.0
2017-01-03 13:00:00+00:00,PJM,94141.0,86589.0
2017-01-03 14:00:00+00:00,PJM,95103.0,88233.0
2017-01-03 15:00:00+00:00,PJM,95431.0,89478.0
2017-01-03 16:00:00+00:00,PJM,96138.0,90242.0
2017-01-03 17:00:00+00:00,PJM,96426.0,90287.0
2017-01-03 18:00:00+00:00,PJM,96279.0,89765.0
2017-01-03 19:00:00+00:00,PJM,95938.0,89232.0
2017-01-03 20:00:00+00:00,PJM,95139.0,88548.0
2017-01-03 21:00:00+00:00,PJM,94929.0,88452.0
2017-01-03 22:00:00+00:00,PJM,97045.0,90802.0
2017-01-03 23:00:00+00:00,PJM,101496.0,95922.0
2017-01-04 00:00:00+00:00,PJM,102255.0,96154.0
2017-01-04 01:00:00+00:00,PJM,100614.0,94713.0
2017-01-04 02:00:00+00:00,PJM,98358.0,92837.0
2017-01-04 03:00:00+00:00,PJM,94357.0,89665.0
2017-01-04 04:00:00+00:00,PJM,88993.0,84712.0
2017-01-04 05:00:00+00:00,PJM,84994.0,79329.0
2017-01-04 06:00:00+00:00,PJM,82117.0,77179.0
2017-01-04 07:00:00+00:00,PJM,80340.0,74742.0
2017-01-04 08:00:00+00:00,PJM,79836.0,73683.0
2017-01-04 09:00:00+00:00,PJM,79987.0,73569.0
2017-01-04 10:00:00+00:00,PJM,80347.0,75291.0
2017-01-04 11:00:00+00:00,PJM,83940.0,80032.0
2017-01-04 12:00:00+00:00,PJM,91951.0,87680.0
2017-01-04 13:00:00+00:00,PJM,97661.0,93357.0
2017-01-04 14:00:00+00:00,PJM,97901.0,94487.0
2017-01-04 15:00:00+00:00,PJM,97695.0,94708.0
2017-01-04 16:00:00+00:00,PJM,97634.0,94870.0
2017-01-04 17:00:00+00:00,PJM,96905.0,94457.0
2017-01-04 18:00:00+00:00,PJM,95730.0,93762.0
2017-01-04 19:00:00+00:00,PJM,95134.0,93410.0
2017-01-04 20:00:00+00:00,PJM,94563.0,92915.0
2017-01-04 21:00:00+00:00,PJM,95139.0,93354.0
2017-01-04 22:00:00+00:00,PJM,98061.0,96469.0
2017-01-04 23:00:00+00:00,PJM,105927.0,104022.0
2017-01-05 00:00:00+00:00,PJM,109289.0,106618.0
2017-01-05 01:00:00+00:00,PJM,109417.0,106474.0
2017-01-05 02:00:00+00:00,PJM,108450.0,105712.0
2017-01-05 03:00:00+00:00,PJM,105328.0,103385.0
2017-01-05 04:00:00+00:00,PJM,100702.0,98607.0
2017-01-05 05:00:00+00:00,PJM,97454.0,93356.0
2017-01-05 06:00:00+00:00,PJM,95523.0,90275.0
2017-01-05 07:00:00+00:00,PJM,93949.0,88466.0
2017-01-05 08:00:00+00:00,PJM,93137.0,88095.0
2017-01-05 09:00:00+00:00,PJM,93787.0,88629.0
2017-01-05 10:00:00+00:00,PJM,95046.0,91071.0
2017-01-05 11:00:00+00:00,PJM,98811.0,96643.0
2017-01-05 12:00:00+00:00,PJM,106976.0,104869.0
2017-01-05 13:00:00+00:00,PJM,112021.0,109952.0
2017-01-05 14:00:00+00:00,PJM,112018.0,109969.0
2017-01-05 15:00:00+00:00,PJM,111635.0,108860.0
2017-01-05 16:00:00+00:00,PJM,111215.0,107634.0
2017-01-05 17:00:00+00:00,PJM,110166.0,106066.0
2017-01-05 18:00:00+00:00,PJM,108782.0,104319.0
2017-01-05 19:00:00+00:00,PJM,108874.0,103167.0
2017-01-05 20:00:00+00:00,PJM,109427.0,102293.0
2017-01-05 21:00:00+00:00,PJM,109356.0,102582.0
2017-01-05 22:00:00+00:00,PJM,110733.0,105771.0
2017-01-05 23:00:00+00:00,PJM,116245.0,112967.0
2017-01-06 00:00:00+00:00,PJM,117756.0,114626.0
2017-01-06 01:00:00+00:00,PJM,116388.0,113969.0
2017-01-06 02:00:00+00:00,PJM,114488.0,112654.0
2017-01-06 03:00:00+00:00,PJM,110931.0,109736.0
2017-01-06 04:00:00+00:00,PJM,106558.0,104391.0
2017-01-06 05:00:00+00:00,PJM,102839.0,98689.0
2017-01-06 06:00:00+00:00,PJM,99440.0,96772.0
2017-01-06 07:00:00+00:00,PJM,97401.0,94768.0
2017-01-06 08:00:00+00:00,PJM,96539.0,93660.0
2017-01-06 09:00:00+00:00,PJM,96798.0,93826.0
2017-01-06 10:00:00+00:00,PJM,98536.0,95757.0
2017-01-06 11:00:00+00:00,PJM,101602.0,100373.0
2017-01-06 12:00:00+00:00,PJM,108860.0,107430.0
2017-01-06 13:00:00+00:00,PJM,114367.0,112172.0
2017-01-06 14:00:00+00:00,PJM,115050.0,112643.0
2017-01-06 15:00:00+00:00,PJM,114374.0,112439.0
2017-01-06 16:00:00+00:00,PJM,113134.0,111620.0
2017-01-06 17:00:00+00:00,PJM,111775.0,110193.0
2017-01-06 18:00:00+00:00,PJM,110481.0,108437.0
2017-01-06 19:00:00+00:00,PJM,110182.0,107026.0
2017-01-06 20:00:00+00:00,PJM,110405.0,105860.0
2017-01-06 21:00:00+00:00,PJM,110930.0,105812.0
2017-01-06 22:00:00+00:00,PJM,112451.0,108258.0
2017-01-06 23:00:00+00:00,PJM,117665.0,113979.0
2017-01-07 00:00:00+00:00,PJM,119080.0,115618.0
2017-01-07 01:00:00+00:00,PJM,118027.0,115142.0
2017-01-07 02:00:00+00:00,PJM,116402.0,114398.0
2017-01-07 03:00:00+00:00,PJM,113842.0,112593.0
2017-01-07 04:00:00+00:00,PJM,109607.0,109051.0
2017-01-07 05:00:00+00:00,PJM,105994.0,104543.0
2017-01-07 06:00:00+00:00,PJM,104296.0,102754.0
2017-01-07 07:00:00+00:00,PJM,103455.0,100417.0
2017-01-07 08:00:00+00:00,PJM,102911.0,99278.0
2017-01-07 09:00:00+00:00,PJM,102836.0,99085.0
2017-01-07 10:00:00+00:00,PJM,103252.0,99609.0
2017-01-07 11:00:00+00:00,PJM,104643.0,101081.0
2017-01-07 12:00:00+00:00,PJM,106567.0,102775.0
2017-01-07 13:00:00+00:00,PJM,109829.0,105896.0
2017-01-07 14:00:00+00:00,PJM,113000.0,109253.0
2017-01-07 15:00:00+00:00,PJM,115407.0,111546.0
2017-01-07 16:00:00+00:00,PJM,116352.0,111932.0
2017-01-07 17:00:00+00:00,PJM,115932.0,110825.0
2017-01-07 18:00:00+00:00,PJM,114783.0,108829.0
2017-01-07 19:00:00+00:00,PJM,113601.0,106732.0
2017-01-07 20:00:00+00:00,PJM,112766.0,105565.0
2017-01-07 21:00:00+00:00,PJM,112086.0,105666.0
2017-01-07 22:00:00+00:00,PJM,113639.0,108276.0
2017-01-07 23:00:00+00:00,PJM,119580.0,114195.0
2017-01-08 00:00:00+00:00,PJM,121888.0,116181.0
2017-01-08 01:00:00+00:00,PJM,121144.0,115451.0
2017-01-08 02:00:00+00:00,PJM,120058.0,114339.0
2017-01-08 03:00:00+00:00,PJM,117708.0,112895.0
2017-01-08 04:00:00+00:00,PJM,114098.0,109897.0
2017-01-08 05:00:00+00:00,PJM,111129.0,106091.0
2017-01-08 06:00:00+00:00,PJM,109409.0,105964.0
2017-01-08 07:00:00+00:00,PJM,108866.0,104143.0
2017-01-08 08:00:00+00:00,PJM,108129.0,103033.0
2017-01-08 09:00:00+00:00,PJM,108091.0,102737.0
2017-01-08 10:00:00+00:00,PJM,108598.0,103413.0
2017-01-08 11:00:00+00:00,PJM,109174.0,104500.0
2017-01-08 12:00:00+00:00,PJM,111255.0,106150.0
2017-01-08 13:00:00+00:00,PJM,114006.0,108698.0
2017-01-08 14:00:00+00:00,PJM,115602.0,110565.0
2017-01-08 15:00:00+00:00,PJM,115302.0,111231.0
2017-01-08 16:00:00+00:00,PJM,114135.0,110037.0
2017-01-08 17:00:00+00:00,PJM,112966.0,108586.0
2017-01-08 18:00:00+00:00,PJM,112557.0,106847.0
2017-01-08 19:00:00+00:00,PJM,111991.0,105186.0
2017-01-08 20:00:00+00:00,PJM,111384.0,104139.0
2017-01-08 21:00:00+00:00,PJM,111985.0,104594.0
2017-01-08 22:00:00+00:00,PJM,113877.0,108003.0
2017-01-08 23:00:00+00:00,PJM,120677.0,115372.0
2017-01-09 00:00:00+00:00,PJM,123997.0,119164.0
2017-01-09 01:00:00+00:00,PJM,123742.0,119351.0
2017-01-09 02:00:00+00:00,PJM,122960.0,117866.0
2017-01-09 03:00:00+00:00,PJM,120311.0,115509.0
2017-01-09 04:00:00+00:00,PJM,115933.0,111945.0
2017-01-09 05:00:00+00:00,PJM,112463.0,107872.0
2017-01-09 06:00:00+00:00,PJM,110596.0,106482.0
2017-01-09 07:00:00+00:00,PJM,109695.0,105064.0
2017-01-09 08:00:00+00:00,PJM,109415.0,104588.0
2017-01-09 09:00:00+00:00,PJM,109624.0,105389.0
2017-01-09 10:00:00+00:00,PJM,111611.0,107573.0
2017-01-09 11:00:00+00:00,PJM,115840.0,112024.0
2017-01-09 12:00:00+00:00,PJM,123574.0,118756.0
2017-01-09 13:00:00+00:00,PJM,128375.0,123436.0
2017-01-09 14:00:00+00:00,PJM,128076.0,123562.0
2017-01-09 15:00:00+00:00,PJM,126557.0,122060.0
2017-01-09 16:00:00+00:00,PJM,124289.0,120216.0
2017-01-09 17:00:00+00:00,PJM,121533.0,117644.0
2017-01-09 18:00:00+00:00,PJM,119109.0,115260.0
2017-01-09 19:00:00+00:00,PJM,117651.0,113404.0
2017-01-09 20:00:00+00:00,PJM,116429.0,112274.0
2017-01-09 21:00:00+00:00,PJM,115988.0,112228.0
2017-01-09 22:00:00+00:00,PJM,117606.0,114835.0
2017-01-09 23:00:00+00:00,PJM,123599.0,120808.0
2017-01-10 00:00:00+00:00,PJM,125576.0,123520.0
2017-01-10 01:00:00+00:00,PJM,124720.0,123020.0
2017-01-10 02:00:00+00:00,PJM,122819.0,119879.0
2017-01-10 03:00:00+00:00,PJM,118992.0,115443.0
2017-01-10 04:00:00+00:00,PJM,113645.0,109699.0
2017-01-10 05:00:00+00:00,PJM,109765.0,104120.0
2017-01-10 06:00:00+00:00,PJM,106975.0,102202.0
2017-01-10 07:00:00+00:00,PJM,105089.0,99854.0
2017-01-10 08:00:00+00:00,PJM,103297.0,98501.0
2017-01-10 09:00:00+00:00,PJM,102772.0,98296.0
2017-01-10 10:00:00+00:00,PJM,104411.0,99694.0
2017-01-10 11:00:00+00:00,PJM,107424.0,103948.0
2017-01-10 12:00:00+00:00,PJM,114987.0,110377.0
2017-01-10 13:00:00+00:00,PJM,119369.0,114644.0
2017-01-10 14:00:00+00:00,PJM,118885.0,114170.0
2017-01-10 15:00:00+00:00,PJM,117310.0,113072.0
2017-01-10 16:00:00+00:00,PJM,115837.0,111563.0
2017-01-10 17:00:00+00:00,PJM,113889.0,109767.0
2017-01-10 18:00:00+00:00,PJM,111922.0,107513.0
2017-01-10 19:00:00+00:00,PJM,110686.0,106060.0
2017-01-10 20:00:00+00:00,PJM,109207.0,104894.0
2017-01-10 21:00:00+00:00,PJM,108553.0,104812.0
2017-01-10 22:00:00+00:00,PJM,110141.0,106826.0
2017-01-10 23:00:00+00:00,PJM,114108.0,111204.0
2017-01-11 00:00:00+00:00,PJM,114328.0,112324.0
2017-01-11 01:00:00+00:00,PJM,112458.0,110525.0
2017-01-11 02:00:00+00:00,PJM,109875.0,107749.0
2017-01-11 03:00:00+00:00,PJM,105560.0,103804.0
2017-01-11 04:00:00+00:00,PJM,100726.0,97712.0
2017-01-11 05:00:00+00:00,PJM,94944.0,91398.0
2017-01-11 06:00:00+00:00,PJM,90346.0,86965.0
2017-01-11 07:00:00+00:00,PJM,87922.0,84189.0
2017-01-11 08:00:00+00:00,PJM,86903.0,82579.0
2017-01-11 09:00:00+00:00,PJM,86528.0,82222.0
2017-01-11 10:00:00+00:00,PJM,86959.0,83626.0
2017-01-11 11:00:00+00:00,PJM,90824.0,87863.0
2017-01-11 12:00:00+00:00,PJM,98720.0,94846.0
2017-01-11 13:00:00+00:00,PJM,103971.0,99196.0
2017-01-11 14:00:00+00:00,PJM,103493.0,99759.0
2017-01-11 15:00:00+00:00,PJM,101304.0,99412.0
2017-01-11 16:00:00+00:00,PJM,99720.0,98858.0
2017-01-11 17:00:00+00:00,PJM,97831.0,97670.0
2017-01-11 18:00:00+00:00,PJM,96149.0,96320.0
2017-01-11 19:00:00+00:00,PJM,95367.0,95452.0
2017-01-11 20:00:00+00:00,PJM,94537.0,94772.0
2017-01-11 21:00:00+00:00,PJM,94415.0,94741.0
2017-01-11 22:00:00+00:00,PJM,96751.0,96929.0
2017-01-11 23:00:00+00:00,PJM,101457.0,101714.0
2017-01-12 00:00:00+00:00,PJM,102258.0,102612.0
2017-01-12 01:00:00+00:00,PJM,100939.0,100954.0
2017-01-12 02:00:00+00:00,PJM,98798.0,99058.0
2017-01-12 03:00:00+00:00,PJM,94835.0,95371.0
2017-01-12 04:00:00+00:00,PJM,89365.0,89939.0
2017-01-12 05:00:00+00:00,PJM,84246.0,84225.0
2017-01-12 06:00:00+00:00,PJM,81121.0,78986.0
2017-01-12 07:00:00+00:00,PJM,79318.0,76102.0
2017-01-12 08:00:00+00:00,PJM,77892.0,74330.0
2017-01-12 09:00:00+00:00,PJM,77367.0,73724.0
2017-01-12 10:00:00+00:00,PJM,77567.0,74960.0
2017-01-12 11:00:00+00:00,PJM,80563.0,79107.0
2017-01-12 12:00:00+00:00,PJM,88406.0,86214.0
2017-01-12 13:00:00+00:00,PJM,93492.0,90818.0
2017-01-12 14:00:00+00:00,PJM,93636.0,91727.0
2017-01-12 15:00:00+00:00,PJM,93088.0,92179.0
2017-01-12 16:00:00+00:00,PJM,92491.0,92387.0
2017-01-12 17:00:00+00:00,PJM,91894.0,92095.0
2017-01-12 18:00:00+00:00,PJM,91062.0,91451.0
2017-01-12 19:00:00+00:00,PJM,90753.0,91129.0
2017-01-12 20:00:00+00:00,PJM,89972.0,90567.0
2017-01-12 21:00:00+00:00,PJM,89502.0,90324.0
2017-01-12 22:00:00+00:00,PJM,91030.0,92189.0
2017-01-12 23:00:00+00:00,PJM,95504.0,96917.0
2017-01-13 00:00:00+00:00,PJM,97111.0,97573.0
2017-01-13 01:00:00+00:00,PJM,96247.0,96176.0
2017-01-13 02:00:00+00:00,PJM,94444.0,94534.0
2017-01-13 03:00:00+00:00,PJM,91028.0,91199.0
2017-01-13 04:00:00+00:00,PJM,85964.0,85999.0
2017-01-13 05:00:00+00:00,PJM,82646.0,80531.0
2017-01-13 06:00:00+00:00,PJM,80545.0,77203.0
2017-01-13 07:00:00+00:00,PJM,78915.0,74795.0
2017-01-13 08:00:00+00:00,PJM,77744.0,73415.0
2017-01-13 09:00:00+00:00,PJM,77324.0,73388.0
2017-01-13 10:00:00+00:00,PJM,77327.0,75016.0
2017-01-13 11:00:00+00:00,PJM,81334.0,79551.0
2017-01-13 12:00:00+00:00,PJM,88947.0,87213.0
2017-01-13 13:00:00+00:00,PJM,94697.0,92881.0
2017-01-13 14:00:00+00:00,PJM,95465.0,94223.0
2017-01-13 15:00:00+00:00,PJM,95298.0,94773.0
2017-01-13 16:00:00+00:00,PJM,95023.0,94888.0
2017-01-13 17:00:00+00:00,PJM,94072.0,94301.0
2017-01-13 18:00:00+00:00,PJM,93029.0,93259.0
2017-01-13 19:00:00+00:00,PJM,92897.0,92576.0
2017-01-13 20:00:00+00:00,PJM,92515.0,92049.0
2017-01-13 21:00:00+00:00,PJM,92723.0,92243.0
2017-01-13 22:00:00+00:00,PJM,94554.0,94491.0
2017-01-13 23:00:00+00:00,PJM,99787.0,100113.0
2017-01-14 00:00:00+00:00,PJM,101088.0,100698.0
2017-01-14 01:00:00+00:00,PJM,99894.0,99726.0
2017-01-14 02:00:00+00:00,PJM,98256.0,98901.0
2017-01-14 03:00:00+00:00,PJM,95610.0,97072.0
2017-01-14 04:00:00+00:00,PJM,91602.0,93537.0
2017-01-14 05:00:00+00:00,PJM,87450.0,89194.0
2017-01-14 06:00:00+00:00,PJM,84134.0,83264.0
2017-01-14 07:00:00+00:00,PJM,83307.0,80667.0
2017-01-14 08:00:00+00:00,PJM,83166.0,79567.0
2017-01-14 09:00:00+00:00,PJM,83039.0,79227.0
2017-01-14 10:00:00+00:00,PJM,83105.0,79934.0
2017-01-14 11:00:00+00:00,PJM,83973.0,82062.0
2017-01-14 12:00:00+00:00,PJM,85693.0,85385.0
2017-01-14 13:00:00+00:00,PJM,89355.0,89661.0
2017-01-14 14:00:00+00:00,PJM,92528.0,93284.0
2017-01-14 15:00:00+00:00,PJM,95177.0,95846.0
2017-01-14 16:00:00+00:00,PJM,96943.0,96879.0
2017-01-14 17:00:00+00:00,PJM,97400.0,96726.0
2017-01-14 18:00:00+00:00,PJM,96936.0,95626.0
2017-01-14 19:00:00+00:00,PJM,95934.0,94563.0
2017-01-14 20:00:00+00:00,PJM,94946.0,93992.0
2017-01-14 21:00:00+00:00,PJM,94829.0,94336.0
2017-01-14 22:00:00+00:00,PJM,96290.0,97207.0
2017-01-14 23:00:00+00:00,PJM,99782.0,102234.0
2017-01-15 00:00:00+00:00,PJM,100639.0,101525.0
2017-01-15 01:00:00+00:00,PJM,98877.0,99292.0
2017-01-15 02:00:00+00:00,PJM,97114.0,97611.0
2017-01-15 03:00:00+00:00,PJM,94266.0,95328.0
2017-01-15 04:00:00+00:00,PJM,90567.0,91734.0
2017-01-15 05:00:00+00:00,PJM,86515.0,87237.0
2017-01-15 06:00:00+00:00,PJM,83643.0,84950.0
2017-01-15 07:00:00+00:00,PJM,82880.0,82369.0
2017-01-15 08:00:00+00:00,PJM,82384.0,80870.0
2017-01-15 09:00:00+00:00,PJM,82453.0,80365.0
2017-01-15 10:00:00+00:00,PJM,82508.0,80700.0
2017-01-15 11:00:00+00:00,PJM,82548.0,81957.0
2017-01-15 12:00:00+00:00,PJM,84115.0,84114.0
2017-01-15 13:00:00+00:00,PJM,87075.0,86903.0
2017-01-15 14:00:00+00:00,PJM,89281.0,89349.0
2017-01-15 15:00:00+00:00,PJM,90159.0,90463.0
2017-01-15 16:00:00+00:00,PJM,89642.0,89990.0
2017-01-15 17:00:00+00:00,PJM,88422.0,89067.0
2017-01-15 18:00:00+00:00,PJM,87279.0,88048.0
2017-01-15 19:00:00+00:00,PJM,86469.0,86926.0
2017-01-15 20:00:00+00:00,PJM,85786.0,86223.0
2017-01-15 21:00:00+00:00,PJM,86618.0,86420.0
2017-01-15 22:00:00+00:00,PJM,89090.0,89476.0
2017-01-15 23:00:00+00:00,PJM,94911.0,96110.0
2017-01-16 00:00:00+00:00,PJM,97721.0,98250.0
2017-01-16 01:00:00+00:00,PJM,96714.0,98192.0
2017-01-16 02:00:00+00:00,PJM,95923.0,97796.0
2017-01-16 03:00:00+00:00,PJM,93618.0,95615.0
2017-01-16 04:00:00+00:00,PJM,90601.0,91985.0
2017-01-16 05:00:00+00:00,PJM,87349.0,87761.0
2017-01-16 06:00:00+00:00,PJM,84848.0,84161.0
2017-01-16 07:00:00+00:00,PJM,83397.0,82395.0
2017-01-16 08:00:00+00:00,PJM,83408.0,81895.0
2017-01-16 09:00:00+00:00,PJM,84346.0,82283.0
2017-01-16 10:00:00+00:00,PJM,86038.0,84378.0
2017-01-16 11:00:00+00:00,PJM,88449.0,89339.0
2017-01-16 12:00:00+00:00,PJM,93919.0,96845.0
2017-01-16 13:00:00+00:00,PJM,99027.0,101542.0
2017-01-16 14:00:00+00:00,PJM,100710.0,101944.0
2017-01-16 15:00:00+00:00,PJM,101398.0,101483.0
2017-01-16 16:00:00+00:00,PJM,101548.0,100885.0
2017-01-16 17:00:00+00:00,PJM,100569.0,99659.0
2017-01-16 18:00:00+00:00,PJM,99228.0,98221.0
2017-01-16 19:00:00+00:00,PJM,97926.0,97324.0
2017-01-16 20:00:00+00:00,PJM,96960.0,96467.0
2017-01-16 21:00:00+00:00,PJM,96935.0,96440.0
2017-01-16 22:00:00+00:00,PJM,98472.0,98801.0
2017-01-16 23:00:00+00:00,PJM,103487.0,104330.0
2017-01-17 00:00:00+00:00,PJM,104430.0,104940.0
2017-01-17 01:00:00+00:00,PJM,103171.0,103573.0
2017-01-17 02:00:00+00:00,PJM,100729.0,101560.0
2017-01-17 03:00:00+00:00,PJM,96563.0,97701.0
2017-01-17 04:00:00+00:00,PJM,90782.0,92200.0
2017-01-17 05:00:00+00:00,PJM,85987.0,86570.0
2017-01-17 06:00:00+00:00,PJM,82817.0,82277.0
2017-01-17 07:00:00+00:00,PJM,80765.0,79560.0
2017-01-17 08:00:00+00:00,PJM,80579.0,77787.0
2017-01-17 09:00:00+00:00,PJM,80865.0,77319.0
2017-01-17 10:00:00+00:00,PJM,81606.0,78563.0
2017-01-17 11:00:00+00:00,PJM,85074.0,82868.0
